Contract Count,ID,LGA,SEIFA,Population,TargetedGroup,Service,Indigenous,Agency
1,CTA11474_2013-15_01_120421_CTP01,Great Lakes,17,36499,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Great Lakes,17,36499,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_CTP01,Gloucester,31,5064,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Greater Taree,8,48941,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Greater Taree,8,48941,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Greater Taree,8,48941,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Greater Taree,8,48941,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Greater Taree,8,48941,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Greater Taree,8,48941,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Greater Taree,8,48941,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Greater Taree,8,48941,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Greater Taree,8,48941,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Great Lakes,17,36499,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Great Lakes,17,36499,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Great Lakes,17,36499,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Great Lakes,17,36499,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Great Lakes,17,36499,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Great Lakes,17,36499,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Great Lakes,17,36499,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Great Lakes,17,36499,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Great Lakes,17,36499,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Gloucester,31,5064,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Gloucester,31,5064,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Gloucester,31,5064,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Gloucester,31,5064,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Gloucester,31,5064,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Gloucester,31,5064,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Gloucester,31,5064,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Gloucester,31,5064,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11474_2013-15_01_120421_ADHC01,Gloucester,31,5064,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_DOSS01,Hawkesbury,77,65527,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_CTP01,Hawkesbury,77,65527,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_ADHC01,Hawkesbury,77,65527,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_ADHC01,Hawkesbury,77,65527,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_ADHC01,Hawkesbury,77,65527,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_ADHC01,Hawkesbury,77,65527,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_ADHC01,Hawkesbury,77,65527,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_ADHC01,Hawkesbury,77,65527,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_ADHC01,Hawkesbury,77,65527,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_ADHC01,Hawkesbury,77,65527,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11472_2013-15_01_110201_ADHC01,Hawkesbury,77,65527,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_DOSS01,Bland,51,5994,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_CTP01,Bland,51,5994,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_ADHC01,Bland,51,5994,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_ADHC01,Bland,51,5994,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_ADHC01,Bland,51,5994,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_ADHC01,Bland,51,5994,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_ADHC01,Bland,51,5994,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_ADHC01,Bland,51,5994,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_ADHC01,Bland,51,5994,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_ADHC01,Bland,51,5994,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11470_2013-15_01_120801_ADHC01,Bland,51,5994,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_DOSS01,Tenterfield,10,6980,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_DOSS01,Glen Innes Severn,13,8966,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Tenterfield,10,6980,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_CTP01,Glen Innes Severn,13,8966,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Tenterfield,10,6980,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Tenterfield,10,6980,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Tenterfield,10,6980,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Tenterfield,10,6980,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Tenterfield,10,6980,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Tenterfield,10,6980,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Tenterfield,10,6980,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Tenterfield,10,6980,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Tenterfield,10,6980,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Glen Innes Severn,13,8966,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Glen Innes Severn,13,8966,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Glen Innes Severn,13,8966,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Glen Innes Severn,13,8966,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Glen Innes Severn,13,8966,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Glen Innes Severn,13,8966,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Glen Innes Severn,13,8966,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Glen Innes Severn,13,8966,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11465_2013-15_01_120641_ADHC01,Glen Innes Severn,13,8966,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_DOSS01,Lithgow,15,21249,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_CTP01,Lithgow,15,21249,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_ADHC01,Lithgow,15,21249,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_ADHC01,Lithgow,15,21249,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_ADHC01,Lithgow,15,21249,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_ADHC01,Lithgow,15,21249,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_ADHC01,Lithgow,15,21249,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_ADHC01,Lithgow,15,21249,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_ADHC01,Lithgow,15,21249,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_ADHC01,Lithgow,15,21249,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11458_2013-15_01_120661_ADHC01,Lithgow,15,21249,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_DOSS01,Richmond Valley,5,22983,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_DOSS01,Lismore,43,44629,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_DOSS01,Kyogle,8,9531,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Richmond Valley,5,22983,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_CTP01,Kyogle,8,9531,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Richmond Valley,5,22983,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Richmond Valley,5,22983,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Richmond Valley,5,22983,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Richmond Valley,5,22983,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Richmond Valley,5,22983,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Richmond Valley,5,22983,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Richmond Valley,5,22983,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Richmond Valley,5,22983,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Richmond Valley,5,22983,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Lismore,43,44629,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Lismore,43,44629,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Lismore,43,44629,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Lismore,43,44629,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Lismore,43,44629,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Lismore,43,44629,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Lismore,43,44629,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Lismore,43,44629,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Lismore,43,44629,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Kyogle,8,9531,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Kyogle,8,9531,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Kyogle,8,9531,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Kyogle,8,9531,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Kyogle,8,9531,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Kyogle,8,9531,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Kyogle,8,9531,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Kyogle,8,9531,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11457_2013-15_01_120511_ADHC01,Kyogle,8,9531,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_DOSS01,Dungog,63,9108,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,213 Families (parenting assistance),A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,129 Other specified communities,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,123 LGBTI Communities,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,122 Youth,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,121 Specific geographic comm.,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,120 Rural/remote communities,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_CTP01,Dungog,63,9108,"3892 Family, friends of ppl in custody",A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_ADHC01,Dungog,63,9108,369 Other disability needs,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_ADHC01,Dungog,63,9108,366 Assistance with work (disabilities),A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_ADHC01,Dungog,63,9108,363 Assistance with communication,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_ADHC01,Dungog,63,9108,362 Assistance with mobility,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_ADHC01,Dungog,63,9108,361 Assistance with self-care,A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_ADHC01,Dungog,63,9108,360 Daily living assistance (multiple needs),A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_ADHC01,Dungog,63,9108,"367 Assistance (leisure, community life)",A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_ADHC01,Dungog,63,9108,"365 Assistance (education, learning)",A01.3 Community living support,N/A,Transport
1,CTA11452_2013-15_01_120231_ADHC01,Dungog,63,9108,"364 Assistance (interpersonal, social skills)",A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_DOSS01,Dubbo,54,41573,337 Aged care needs,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,391 People affected by disasters,A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,219 Families (other special needs),A01.3 Community living support,N/A,Transport
1,CTA11451_2013-15_01_120221_CTP01,Dubbo,54,41573,216 Families (low income or financial crisis),A01.3 Community living support,N/A,Transport
